lineLimit;relCount;blankQueryTime (rounded);blankQueryTime
23900;82834;0,3322754;0.3322754383087158
24000;83083;0,4422364;0.44223637580871583
24100;84588;0,3639815;0.3639815330505371
24200;86020;0,3196302;0.31963019371032714
24300;86530;0,3982359;0.39823594093322756
24400;86870;0,3170259;0.31702585220336915
24500;87210;0,3850353;0.38503527641296387
24600;88580;0,4522374;0.4522374153137207
24700;88752;0,4014796;0.40147957801818845
24800;89268;0,4328629;0.4328629493713379
24900;89698;0,5138449;0.5138449192047119
25000;91437;0,4116602;0.41166024208068847
25100;93984;0,4706388;0.4706388473510742
25200;96551;0,4224347;0.422434663772583
25300;97188;0,2922236;0.2922236442565918
25400;98532;0,3648304;0.36483035087585447
25500;98808;0,3168258;0.31682581901550294
25600;99268;0,4514369;0.45143685340881345
25700;100004;0,3346277;0.33462772369384763
25800;100464;0,4154202;0.4154201984405518
25900;101016;0,5206457;0.5206456661224366
26000;102486;0,4462364;0.44623641967773436
26100;102486;0,5240420;0.5240420341491699
26200;102579;0,4681722;0.46817216873168943
26300;102672;0,4576357;0.4576357364654541
26400;102765;0,4176824;0.4176823616027832
26500;103137;0,3558223;0.3558222770690918
26600;103602;0,3998302;0.39983019828796384
26700;105186;0,4185308;0.4185307502746582
26800;105280;0,4506371;0.4506370544433594
26900;105468;0,4972571;0.497257137298584
27000;107065;0,3910351;0.3910351276397705
27100;107540;0,5584460;0.5584460258483886
27200;108015;0,2966239;0.29662394523620605
27300;109728;0,4124376;0.41243762969970704
27400;112504;0,4056533;0.4056532859802246
27500;113484;0,4530762;0.4530762195587158
27600;116600;0,5670505;0.5670505046844483
27700;117200;0,3910314;0.39103140830993655
27800;120054;0,4476331;0.4476331233978271
27900;120258;0,5532453;0.5532452583312988
28000;120768;0,5006410;0.5006409645080566
28100;120972;0,5020376;0.5020376205444336
28200;121074;0,4968738;0.4968737602233887
28300;121482;0,4866363;0.48663625717163084
28400;121686;0,3843123;0.3843123435974121
28500;124696;0,4746424;0.47464237213134763
28600;126210;0,3096281;0.3096280574798584
28700;128048;0,4212380;0.42123804092407224
28800;128684;0,3482295;0.34822945594787597
28900;129108;0,4372389;0.4372389316558838
29000;129426;0,4228375;0.422837495803833
29100;129744;0,4946684;0.49466843605041505
29200;131610;0,5180433;0.518043327331543
29300;132145;0,3664085;0.3664085388183594
29400;132466;0,4998650;0.4998650074005127
29500;132894;0,4722665;0.47226653099060056
29600;133429;0,5063657;0.5063656806945801
29700;135324;0,5116417;0.5116417407989502
29800;137231;0,4612409;0.46124091148376467
29900;138930;0,4818663;0.48186631202697755
30000;139590;0,4034331;0.40343313217163085
30100;139920;0,3818322;0.3818321704864502
30200;140360;0,4626371;0.46263713836669923
30300;140690;0,4764430;0.4764430046081543
30400;141020;0,4782902;0.47829017639160154
30500;144256;0,3835785;0.3835784912109375
30600;144480;0,4700345;0.47003445625305174
30700;146448;0,4698642;0.4698642253875732
30800;146561;0,5354435;0.5354435443878174
30900;147352;0,4496367;0.44963665008544923
31000;147804;0,2638193;0.2638192653656006
31100;148708;0,2892239;0.28922390937805176
31200;149725;0,2767489;0.2767488956451416
31300;154744;0,2693259;0.26932592391967775
31400;155208;0,3928320;0.39283199310302735
31500;155788;0,3890411;0.3890410900115967
31600;156368;0,2726223;0.27262234687805176
31700;156600;0,2940233;0.294023323059082
31800;156716;0,3430204;0.3430204391479492
31900;156832;0,3422280;0.34222803115844724
32000;157180;0,3294270;0.32942700386047363
32100;157644;0,2743160;0.27431602478027345
32200;159471;0,3362824;0.33628239631652834
32300;160056;0,3798355;0.3798354625701904
32400;160875;0,3488733;0.34887332916259767
32500;161109;0,3878551;0.38785505294799805
32600;161694;0,3558290;0.35582895278930665
32700;162279;0,2972258;0.29722580909729
32800;166005;0,2739048;0.27390475273132325
32900;166838;0,2992480;0.29924798011779785
33000;168720;0,2785062;0.2785062313079834
33100;169200;0,3706337;0.3706336975097656
33200;169680;0,2970799;0.29707989692687986
33300;170280;0,2863464;0.286346435546875
33400;172304;0,3786083;0.37860832214355467
33500;172546;0,3284274;0.3284273624420166
33600;172788;0,3272375;0.32723751068115237
33700;174704;0,3017684;0.3017683982849121
33800;175070;0,2884643;0.2884643077850342
33900;175192;0,3584299;0.3584299087524414
34000;177735;0,3650712;0.3650712490081787
34100;178104;0,3134171;0.31341705322265623
34200;178350;0,3496454;0.34964542388916015
34300;181750;0,4104750;0.410474967956543
34400;183582;0,2846093;0.2846092700958252
34500;185928;0,3566467;0.356646728515625
34600;188032;0,3900343;0.3900343418121338
34700;188928;0,2889744;0.2889744281768799
34800;191049;0,3418241;0.3418240547180176
34900;194797;0,3246256;0.3246255874633789
35000;196944;0,3682334;0.36823339462280275
35100;197208;0,3260267;0.32602667808532715
35200;197340;0,4262376;0.4262376308441162
35300;197604;0,2996764;0.29967641830444336
35400;198132;0,2923714;0.29237141609191897
35500;198132;0,3110262;0.31102619171142576
35600;200165;0,2922236;0.2922236442565918
35700;200697;0,3700299;0.37002992630004883
35800;201894;0,3076253;0.30762534141540526
35900;202293;0,5330431;0.5330430507659912
36000;203224;0,5700226;0.5700225830078125
36100;203889;0,4129099;0.41290993690490724
36200;204155;0,4906403;0.4906402587890625
36300;204687;0,4470366;0.4470365524291992
36400;205219;0,6403143;0.6403142929077148
36500;205618;0,5772498;0.5772497653961182
36600;206017;0,5415843;0.5415843486785888
36700;206017;0,3780277;0.37802767753601074
36800;208236;0,5830479;0.5830479145050049
36900;208638;0,5210871;0.5210871219635009
37000;210735;0,4944405;0.49444050788879396
37100;211410;0,5612595;0.5612595081329346
37200;212220;0,6198497;0.6198497295379639
37300;216323;0,4526371;0.4526370525360107
37400;217008;0,4350354;0.43503537178039553
37500;217693;0,4736351;0.4736351490020752
37600;217830;0,3041605;0.30416054725646974
37700;220248;0,3425940;0.34259400367736814
37800;220938;0,3104873;0.3104873180389404
37900;221352;0,2962242;0.29622416496276854
38000;223373;0,3049023;0.3049023151397705
38100;224346;0,3094253;0.30942525863647463
38200;224902;0,3132256;0.3132256031036377
38300;225458;0,3106249;0.310624885559082
38400;227500;0,3926318;0.39263176918029785
38500;229407;0,3292266;0.32922658920288084
38600;231602;0,4040476;0.40404763221740725
38700;235296;0,2924355;0.2924355030059814
38800;239294;0,2944203;0.2944202899932861
38900;241815;0,3020267;0.30202665328979494
39000;243904;0,3308264;0.3308264255523682
39100;244792;0,2893025;0.28930249214172366
39200;245236;0,3200297;0.32002973556518555
39300;247787;0,3288307;0.3288307189941406
39400;249900;0,3148335;0.3148334980010986
39500;250500;0,2994214;0.2994214057922363
39600;252623;0,3576299;0.3576298713684082
39700;253378;0,3284561;0.32845611572265626
39800;254133;0,3270267;0.3270267009735107
39900;254435;0,3952324;0.3952323913574219
40000;255039;0,3656292;0.365629243850708
40100;255341;0,2920793;0.2920793056488037
40200;255643;0,4308352;0.4308351516723633
40300;256398;0,3568289;0.3568289279937744
40400;257304;0,4872828;0.4872828483581543
40500;257757;0,5311704;0.5311704158782959
40600;258361;0,6413261;0.6413261413574218
40700;258965;0,5884657;0.5884657382965088
40800;259267;0,4847995;0.4847994804382324
40900;259871;0,4836396;0.4836395740509033
41000;260928;0,5908334;0.5908334255218506
41100;261532;0,4592637;0.45926365852355955
41200;264024;0,5198424;0.5198424339294434
41300;266526;0,5106420;0.5106419563293457
41400;266985;0,5230129;0.523012924194336
41500;267291;0,4028323;0.4028323173522949
41600;267597;0,5242154;0.5242153644561768
41700;268362;0,5316470;0.53164701461792
41800;269586;0,5118442;0.5118442058563233
41900;270045;0,4858397;0.4858397006988525
42000;270504;0,4544371;0.4544371128082275
42100;270810;0,4692389;0.4692389011383057
42200;271116;0,6442551;0.6442551136016845
42300;273350;0,3784281;0.37842812538146975
42400;273812;0,3690300;0.3690300464630127
42500;273966;0,6068510;0.6068510055541992
42600;278304;0,4350362;0.43503618240356445
42700;278772;0,4590376;0.45903763771057127
42800;279708;0,5626480;0.5626480102539062
42900;281972;0,4418360;0.4418360233306885
43000;282600;0,4548365;0.4548365116119385
43100;282914;0,5939499;0.5939499378204346
43200;283542;0,5293966;0.5293966293334961
43300;284170;0,5866480;0.5866479873657227
43400;284484;0,5706465;0.5706465244293213
43500;285426;0,4824395;0.4824395179748535
43600;286054;0,4180662;0.41806621551513673
43700;286682;0,5608770;0.5608770370483398
43800;287467;0,5296400;0.529640007019043
43900;288095;0,5362305;0.5362305164337158
44000;288880;0,5320435;0.5320435047149659
44100;289508;0,5376471;0.5376471042633056
44200;289979;0,4014328;0.40143280029296874
44300;290921;0,5588451;0.5588450908660889
44400;292334;0,4694834;0.4694834232330322
44500;292491;0,4720418;0.4720418453216553
44600;293276;0,4204312;0.42043118476867675
44700;293747;0,5864062;0.5864061832427978
44800;296724;0,5096579;0.509657907485962
44900;297040;0,4660380;0.46603803634643554
45000;304129;0,5204435;0.5204435348510742
45100;305256;0,3910300;0.39103002548217775
45200;306061;0,5126212;0.5126212120056153
45300;308772;0,4760803;0.476080322265625
45400;311982;0,5971047;0.5971047401428222
45500;313449;0,5546457;0.5546456813812256
45600;313938;0,5848467;0.5848466873168945
45700;316684;0,6096494;0.60964937210083
45800;317996;0,3482038;0.3482038497924805
45900;320925;0,3520321;0.35203208923339846
46000;321750;0,4894398;0.4894398212432861
46100;322905;0,4590342;0.4590342044830322
46200;323730;0,4255300;0.42552995681762695
46300;324885;0,4272355;0.42723546028137205
46400;325710;0,3754822;0.375482177734375
46500;326535;0,4712352;0.47123517990112307
46600;326535;0,5730182;0.573018217086792
46700;326865;0,3738313;0.37383131980895995
46800;327360;0,3441954;0.3441953659057617
46900;327690;0,5716468;0.571646785736084
47000;328020;0,3706300;0.37062997817993165
47100;328845;0,5812474;0.5812474250793457
47200;329340;0,4828395;0.4828394889831543
47300;332000;0,4657532;0.465753173828125
